source,title,abstract,year,journal,doi,pmid,rec_id,decision,model_decision,reason,model_reason,review_note,include_prob,exclude_prob,pico_population,pico_intervention,pico_comparison,pico_outcome,exclusion_reasons,p_matches,i_matches,c_matches,o_matches,exclusion_triggers,provider,model,verified
webofscience,Method for optimizing topography-guided ablation of highly aberrated eyes with the ALLEGRETTO WAVE excimer laser.,"PURPOSE: To evaluate the clinical outcomes of custom topographic
neutralizing technique in treating highly aberrated eyes using the
WaveLight ALLEGRETTO WAVE Excimer Laser.
METHODS: A retrospective consecutive case series of 67 eyes with
decentered ablations and 48 eyes with symptomatic small optical zones
after previous LASIK underwent topography-guided retreatment with the
ALLEGRETTO WAVE. Sixteen keratoconus eyes underwent topographic
neutralizing technique photorefractive keratectomy (PRK). The study
assessed preoperative and 6-month and 1-year postoperative results
regarding best spectacle-corrected visual acuity (BSCVA), uncorrected
visual acuity (UCVA), topography, and predictability.
RESULTS: Sixty-seven eyes with previously decentered optical zones had
an improvement of centration from 0.92 mm preoperatively to 0.30 mm
postoperatively relative to pupil center (P<.01). Twenty-nine percent of
these eyes gained 1 or more lines of BSCVA, whereas 71% had no change in
BSCVA. Forty-eight eyes with previously small optical zones had an
increase of the central monodioptric optical zone from 3.9 mm to 5.6 mm
(P<.01). Nineteen percent of eyes had an improvement of at least 1 line,
whereas 75% had no change in BSCVA and 6% lost 1 line. Sixteen
keratoconus eyes had custom topographic neutralizing technique PRK as an
alternative to penetrating keratoplasty. All eyes had improvement of
astigmatism up to 5.00 diopters (D), with a mean change of 1.68+/-1.62
D. Best spectacle-corrected visual acuity was unchanged in 8 (50%) eyes,
with 4 (25%) eyes gaining 1 line, 2 (12%) eyes gaining 2 lines, and 2
(12%) eyes losing 1 line of BSCVA at 6 months.
CONCLUSIONS: Management of some highly aberrated eyes is now possible
with topography-guided ablation using the WaveLight ALLEGRETTO platform
and custom topographic neutralizing technique. Safety was acceptable for
small optical zone and decentered ablation retreatments. The
topography-guided ablation could be an alternative treatment for
keratoconus patients if keratoplasty is otherwise indicated. The
algorithms for custom topographic neutralizing technique need further
refinement.
Z8 6",2008,"Journal of refractive surgery (Thorofare, N.J. : 1995)",10.3928/1081597X-20080401-22,,MEDLINE:18500099,include,include,"Abstract discusses topography-guided ablation for keratoconus, fitting the intent of the PICO criteria.","Abstract discusses topography-guided ablation for keratoconus, fitting the intent of the PICO criteria.",,1.0,0.0,Keratoconus eyes undergoing treatment.,Topography-guided retreatment using the ALLEGRETTO WAVE Excimer Laser.,"Not explicitly stated, but implies comparison to previous treatments.",Improvement in visual acuity and astigmatism.,,keratoconus eyes,topography-guided retreatment; custom topographic neutralizing technique PRK,,best spectacle-corrected visual acuity; uncorrected visual acuity; astigmatism improvement,,openai,gpt-4o-mini,yes
webofscience,Large Field of View Corneal Epithelium and Bowman's Layer Thickness Maps in Keratoconic and Healthy Eyes,"PURPOSE: To assess differences between epithelium thickness (ET) and
Bowman's layer thickness (BLT) maps in keratoconic eyes and healthy
eyes.
DESIGN: Cross-sectional study.
METHODS: Setting: institutional. Study population: 47 patients (1 eye)
with keratoconus (KC) and 20 healthy subjects (1 eye). Observation
procedure: epithelium and Bowman's layer measurements were performed by
using custom-designed polarization-sensitive optical coherence
tomography (PS-OCT) with a conical scanning optics design. En face
corneal ET and BLT maps with a diameter of 11 mm were computed. Main
outcome measurements were mean ET and BLT of 25 sectors; the thinnest
(minET, minBLT) and thickest sectors (maxET, maxBLT) were assessed.
Ratios between thinnest/thickest sectors (R1) and between mean ET and
BLT of the inferior temporal quadrant/superior nasal quadrant (R2) were
calculated (R1ET, R1BLT; R2ET, R2BLT). Receiver operator characteristic
(ROC) curve analysis was used to assess the diagnostic power of
statistically different parameters.
RESULTS: In healthy eyes, smooth ET maps were observed. KC eyes showed a
""doughnut pattern."" The BLT maps of healthy eyes had a smooth
appearance, but highly irregular ""moth""-like damage pattern could be
observed in keratoconic eyes. Highest area under the curve values were
found for the thinnest sector of the BLT map, the R1ET, and the thinnest
sector of the ET map.
CONCLUSIONS: PS-OCT imaging enables the visualization of significant
differences of the corneal epithelium and the Bowman's layer in en face
maps covering almost the entire cornea. ET and BLT profiles could
clearly show their diagnostic importance for the distinguishing of
keratoconic eyes and healthy eyes. ((C) 2019 Elsevier Inc. All rights
reserved.)",2020,AMERICAN JOURNAL OF OPHTHALMOLOGY,10.1016/j.ajo.2019.05.025,,WOS:000507428600020,include,include,"Abstract assesses differences in corneal epithelium and Bowman's layer thickness between keratoconus and healthy eyes, fitting the intent of the PICO criteria.","Abstract assesses differences in corneal epithelium and Bowman's layer thickness between keratoconus and healthy eyes, fitting the intent of the PICO criteria.",,1.0,0.0,Patients with keratoconus and healthy subjects are included.,The study uses PS-OCT to measure corneal thickness.,It compares keratoconus eyes with healthy eyes.,The outcomes are thickness measurements of the corneal layers.,,keratoconus patients; healthy subjects,polarization-sensitive optical coherence tomography,keratoconus vs healthy eyes,epithelium thickness; Bowman's layer thickness,,openai,gpt-4o-mini,yes
webofscience,Modeling Changes in Corneal Parameters With Age: Implications for Corneal Disease Detection,"PURPOSE: To apply computational methods to model normal age-related
changes in corneal parameters and to establish their association with
demographic factors, thereby providing a framework for improved
detection of subclinical corneal ectasia (SCE).
DESIGN: Cross-sectional study.
METHODS: One hundred seventeen healthy participants were enrolled from
Centre for Eye Health (Sydney, Australia). Corneal thickness (CT), front
surface sagittal curvature (FSSC), and back surface sagittal curvature
(BSSC) measurements were extracted from 57 corneal locations from 1 eye
per participant using the Pentacam HR. Cluster analyses were performed
to identify locations demonstrating similar variations with age.
Age-related changes were modeled using polynomial regression with
sliding window methods, and model accuracy was verified with
Bland-Altman comparisons. Pearson correlations were applied to examine
the impacts of demographic factors.
RESULTS: Concentric cluster patterns were observed for CT and FSSC but
not for BSSC. Sliding window analyses were best fit with quartic and
cubic regression, models for CT and FSSC/BSSC, respectively. CT and FSSC
sliding window models had narrower 95% limits of agreement compared with
decade-based models (0.015 mm vs 0.017 mm and 0.14 mm vs 0.27 mm,
respectively), but were wider for BSSC than decade based models (0.73 mm
vs 0.54 mm). Significant correlations were observed between CT and
astigmatism (P=.02-.049) and FSSC and BSSC and gender (P=<.001-.049).
CONCLUSIONS: The developed models robustly described aging variations in
CT and FSSC; however, other mechanisms appear to contribute to
variations in BSSC. These findings and the identified correlations
provide a framework that can be applied to future model development and
establishment of normal databases to facilitate SCE detection. ((C) 2019
The Author(s). Published by Elsevier Inc. This is an open access article
under the CC BY-NC-ND license
(http://creativecommons.org/licenses/by-nc-nd/4.0/).)",2020,AMERICAN JOURNAL OF OPHTHALMOLOGY,10.1016/j.ajo.2019.08.014,,WOS:000507428600015,include,include,"Abstract discusses modeling age-related changes in corneal parameters, fitting the intent of the PICO criteria.","Abstract discusses modeling age-related changes in corneal parameters, fitting the intent of the PICO criteria.",,1.0,0.0,Healthy participants were enrolled to study corneal parameters.,Computational methods were applied to model changes in corneal parameters.,"No explicit comparison group mentioned, but findings relate to age-related changes.",The study aims to improve detection of subclinical corneal ectasia.,,healthy participants,computational methods,,detection of subclinical corneal ectasia,,openai,gpt-4o-mini,yes
webofscience,Keratoconus staging by decades: a baseline ABCD classification of 1000 patients in the Homburg Keratoconus Center,"Background This retrospective cross-sectional study aims to analyse the
keratoconus (KC) stage distribution at different ages within the Homburg
Keratoconus Center (HKC). Methods 1917 corneae (1000 patients) were
allocated to decades of age, classified according to Belin's ABCD KC
grading system and the stage distribution was analysed. Results 73 per
cent (n=728) of the patients were males, 27% (n=272) were females. The
highest KC prevalence occurred between 21 and 30 years (n=585 corneae,
294 patients). Regarding anterior (A) and posterior (B) curvature, the
frequency of A was significantly higher than B in all age groups for
stage 0, 1 and 2 (A0>B0; A1>B1; A2>B2; p<0.03, Wilcoxon matched-pairs
test). There was no significant difference between the number of A3 and
B3, but significantly more corneae were classified as B4 than A4 in all
age groups (p<0.02). The most frequent A|B combinations were A4|B4
(n=451), A0|B0 (n=311), A2|B4 (n=242), A2|B2 (n=189) and A1|B2 (n=154).
Concerning thinnest pachymetry (C), most corneae in all age groups were
classified as C0>C1>C2>C3>C4 (p<0.04, Wilcoxon matched-pairs test). For
the best distance visual acuity (D), a significantly higher number of
corneae were classified as D1 compared to D0 (pD0>D2>D3>D4). Conclusion
The stage distributions in all age groups were similar. Early KC rather
becomes manifest in the posterior than the anterior corneal curvature
whereas advanced stages of posterior corneal curvature coincide with
early and advanced stages of anterior corneal curvature. Thus, this
study emphasises the necessity of posterior corneal surface assessment
in KC as enabled by the ABCD grading system.",2021,BRITISH JOURNAL OF OPHTHALMOLOGY,10.1136/bjophthalmol-2020-316789,,WOS:000678409900007,include,include,"Abstract discusses keratoconus staging and assessment, fitting the intent of the PICO criteria.","Abstract discusses keratoconus staging and assessment, fitting the intent of the PICO criteria.",,1.0,0.0,patients with keratoconus,ABCD grading system for classification,none specified,stage distribution and curvature assessment,,patients with keratoconus,ABCD grading system,,stage distribution; corneal curvature assessment,,openai,gpt-4o-mini,yes
webofscience,Corneal Collagen Cross-linking for Keratoconus in Pediatric and Developmentally Delayed Patients,"Purpose:Corneal cross-linking (CXL) is the standard of care in patients
with keratoconus but presents unique challenges in children and
developmentally delayed patients. We present our clinical
decision-making algorithm, CXL surgical technique, and outcomes in these
groups.Methods:A retrospective chart review was undertaken at a tertiary
referral center of all patients who underwent CXL for keratoconus at
University of Pittsburgh Medical Center (UPMC) Children's Hospital of
Pittsburgh between October 1, 2017, and April 1, 2021. Demographic
information along with preoperative, intraoperative, and postoperative
ophthalmic examination findings were collected. The main outcome
measures were indications of CXL, postoperative complications, and
visual acuity (VA).Results:Forty-eight eyes of 34 patients [21 patients
(30 eyes) with developmental delay (DD) and 13 patients (18 eyes) with
no DD (NDD)] underwent epithelium-off, standard CXL. General anesthesia
was used for CXL in all patients except for 3 with NDD. A temporary
central tarsorrhaphy was performed in all patients with DD and 7
patients with NDD. The remaining got a bandage contact lens. There were
no immediate postoperative complications. A trend toward improvement in
VA was noted postoperatively. The mean logMAR VA (with habitual
correction) was 0.67 preoperatively and 0.57 postoperatively (P = 0.3)
in DD and 0.52 and 0.36, respectively (P = 0.13), in
NDD.Conclusions:This retrospective review presents a technique for
assessment and treatment of keratoconus in children and those with DD.
Our technique ensures timely diagnosis and provides a safe method for
CXL in these groups. Temporary central tarsorrhaphy is a well-tolerated
option to reduce postoperative pain.",2025,CORNEA,10.1097/ICO.0000000000003562,,WOS:001369288400003,include,include,"Abstract discusses corneal cross-linking for keratoconus in pediatric and developmentally delayed patients, fitting the intent of the PICO criteria.","Abstract discusses corneal cross-linking for keratoconus in pediatric and developmentally delayed patients, fitting the intent of the PICO criteria.",,1.0,0.0,Children and developmentally delayed patients with keratoconus.,Corneal collagen cross-linking (CXL) as a treatment.,No explicit comparison group mentioned.,Improvement in visual acuity and assessment of complications.,,children; developmentally delayed patients,corneal collagen cross-linking,,visual acuity; postoperative complications,,openai,gpt-4o-mini,yes
webofscience,"An Analytical Approach to Corneal Mechanics for Determining Practical, Clinically-Meaningful Patient-Specific Tissue Mechanical Properties in the Rehabilitation of Vision","Patient-specific biomechanical properties of the human cornea are rarely
used with finite elements analysis. In order for that to be possible, a
proper formulation for biomechanical properties that is based on
patient-specific measurable values must be used. In this study, we
propose a formula that simulates hyperelastic stress-strain curves based
on non-invasive clinical measurements that can be acquired in vivo.
These consist of, but are not limited to, center corneal thickness and
center corneal curvature as well as corneal resistance factor and
applanation diameter that are measured during non-contact tonometry. The
presented formulation was demonstrated and validated through several
computer simulations. First, mean values that were reported in
literature were inputted into the formula to simulate a curve that
represents a healthy case. This case was compared to two independent in
vitro studies. Then, a sensitivity analysis was carried to identify
inputs that have the most dominant effect. Finally, a finite element
analysis simulating elevations in intraocular pressure was conducted;
the corneal model comprised of patient-specific corneal geometry that
was measured in vivo in our clinic as well as the current formulation
for patient-specific corneal biomechanics. ""Strong"" and ""weak"" corneal
tissue cases were simulated and deformations as well as instantaneous
curvature optical maps were derived. Results for the simulated healthy
curve showed good agreement with the in vitro studies. The sensitivity
analysis found the corneal resistance factor and applanation diameter to
have the most dominant influence. The finite element analysis of strong
and weak biomechanical properties resulted in corneal deformations and
instantaneous curvature optical maps that are common for healthy and
pathological conditions respectively. In conclusion, the presented
modeling technique can be used to assess corneal biomechanics in vivo
and therefor may enhance follow-up on the effectiveness of clinical
treatments, rehabilitation of vision and perhaps improve the diagnosis
of pathologies that are related to corneal biomechanics.",2015,ANNALS OF BIOMEDICAL ENGINEERING,10.1007/s10439-014-1147-9,,WOS:000350234500003,include,include,"Abstract discusses a modeling technique for assessing corneal biomechanics, fitting the intent of the PICO criteria.","Abstract discusses a modeling technique for assessing corneal biomechanics, fitting the intent of the PICO criteria.",,1.0,0.0,Not specified but relates to human cornea.,Modeling technique for corneal biomechanics using finite element analysis.,No explicit comparison mentioned.,Enhancement of clinical treatments and diagnosis related to corneal biomechanics.,,,modeling technique; finite element analysis,,corneal biomechanics; rehabilitation of vision; diagnosis of pathologies,,openai,gpt-4o-mini,yes
webofscience,Forward light scatter and visual acuity before and after intrastromal corneal ring segment implantation at different stages of keratoconus,"PurposeTo assess forward light scatter (stray light) before and after
intrastromal corneal ring segment (ICRS) implantation at different
stages of keratoconus and to examine correlation between postoperative
stray light and visual acuity (VA).
MethodsIn 27 eyes of 27 subjects with keratoconus, stray light was
determined using the compensation comparison technique before and
6months after ICRS implantation. Monocular corrected distance VA (CDVA)
was measured using a high-contrast logMAR letter chart. Corneal
higher-order aberrations (HOAs), contrast sensitivity (CS) and minimum
corneal thickness (CT) were also measured.
ResultsMean CDVA was 0.420.28 preoperatively and 0.24 +/- 0.15 logMAR
postoperatively (p<0.01). Mean corneal coma-like aberration decreased
postoperatively (RMS 0.55 +/- 1.18m, p<0.01). Minimum CT increased 25.31
+/- 18.59m (p<0.01). Mean preoperative and postoperative stray light
were 1.36 +/- 0.31 and 1.48 +/- 0.32 log units, respectively (p<0.01).
Mean changes produced in stray light (worsening) were 0.03 +/- 0.21
(p>0.05) for stage I, 0.13 +/- 0.14 (p=0.013) for stage II and 0.18 +/-
0.21 (p=0.023) for stage III. Significant positive correlation (r=0.47,
p=0.01) was detected between postoperative stray light and postoperative
CDVA such that as stray light increased, CDVA worsened (higher logMAR
values). Postoperative stray light was neither associated with HOAs, CS
nor minimum CT.
ConclusionsStray light values in these patients with keratoconus were
higher than normal preoperatively. In eyes with stage II and III
keratoconus, stray light increased 6months after ICRS placement. Higher
postoperative stray light was correlated with a worse visual acuity
outcome.",2016,ACTA OPHTHALMOLOGICA,10.1111/aos.13056,,WOS:000388576400011,include,include,"Abstract discusses ICRS implantation in keratoconus patients, fitting the intent of the PICO criteria.","Abstract discusses ICRS implantation in keratoconus patients, fitting the intent of the PICO criteria.",,1.0,0.0,Patients with keratoconus,Intrastromal corneal ring segment implantation,Not specified,Visual acuity and forward light scatter,,keratoconus patients,intrastromal corneal ring segment implantation,,visual acuity; forward light scatter,,openai,gpt-4o-mini,yes
webofscience,Clinical Properties and Risk Factors for Descemet Membrane Folds After Deep Anterior Lamellar Keratoplasty in Patients With Keratoconus,"Purpose: To report the clinical properties and risk factors for corneal
Descemet membrane (DM) folds after deep anterior lamellar keratoplasty
(DALK) in patients with keratoconus.
Methods: This is a retrospective case-control study. Study
participants-experimental group: 44 eyes with DM folds after DALK;
control group: 135 eyes without DM folds after DALK.
Results: Forty eyes with DM folds were displayed as 1 or 2 translucent
lines in the DM layer. Three eyes appeared as several arcuate shape
lines, and 1 eye presented as a radial shape. DM folds impaired
corrected visual acuity after DALK (P = 0.018). Age older than 20.5
years at surgery and disease duration longer than 5.5 years were
independent risk factors for DM fold formation after DALK surgery (odds
ratio 5.39, 95% confidence interval: 2.11-13.73, P < 0.001; 6.60, 95%
confidence interval: 2.92-14.94, P < 0.001). Preoperative Kmean, Kmax,
central corneal thickness, anterior chamber depth, sex, history of rigid
gas permeable contact lens wearing, Vogt striae, stromal scar, and
intraoperative microperforation had no influence on the occurrence of DM
folds (P-1 = 0.775, P-2 = 0.896, P-3 = 0.555, P-4 = 0.182, P-5 = 0.656,
P-6 = 0.237, P-7 = 1.000, P-8 = 0.587, and P-9 = 0.798).
Conclusions: DM folds impaired postoperative corrected visual acuity.
The risk factors for DM folds included age older than 20.5 years and
disease duration longer than 5.5 years.",2019,CORNEA,10.1097/ICO.0000000000002075,,WOS:000509685300014,include,include,"Abstract discusses clinical properties and risk factors for DM folds after DALK in keratoconus patients, fitting the intent of the PICO criteria.","Abstract discusses clinical properties and risk factors for DM folds after DALK in keratoconus patients, fitting the intent of the PICO criteria.",,1.0,0.0,Patients with keratoconus undergoing DALK.,Deep anterior lamellar keratoplasty (DALK).,Eyes without DM folds after DALK.,Impact on corrected visual acuity and identification of risk factors.,,patients with keratoconus,deep anterior lamellar keratoplasty (DALK),eyes without DM folds after DALK,corrected visual acuity; risk factors for DM folds,,openai,gpt-4o-mini,yes
webofscience,Predicting the Effects of Customized Corneal Cross-Linking on Corneal Geometry,"Purpose: To validate an existing finite element model (FEM) for
predicting the flattening effect of corneal cross-linking (CXL) in a
clinical scenario and to use this model to investigate the parameters
that most influence CXL-induced flattening effects. Methods:
Retrospective data were collected from two clinical cohorts, each with
20 patients receiving either standard or customized CXL. Data were
collected before surgery and at the six-month follow-up. Both CXL
treatments were simulated with a FEM calibrated on experimental data.
Standard anterior corneal geometry indexes (e.g., sphere, cylinder), as
well as the curvature changes observed at follow-up were compared to
those predicted by FEM simulations. Results: At follow-up, patients who
underwent customized CXL exhibited more corneal flattening compared to
those who received standard CXL (Kmax-t: -2.28 +/- 1.4 D vs. -0.81 +/-
1.5 D; P < 0.001). The FEM-predicted curvature reduction in the central
CXL regions showed a significant correlation with the follow-up data for
both standard (R-2 = 0.48, P < 0.01) and customized CXL (R-2 = 0.59, P <
0.01). Compared to follow-up data, standard CXL model showed concordance
correlation coefficients > 0.9 for nine corneal geometry parameters and
customized CXL model for three. Sensitivity analysis demonstrated that a
3 mm Hg increase in intraocular pressure (IOP) combined with a 10%
weaker keratoconus region alters flattening outcomes by up to 20%.
Conclusions: Customized CXL induces a flattening of about 2 diopters in
the cone region six months after surgery. The model adequately captured
the curvature corrections induced by the treatment in the keratoconus
cone region, but showed reduced accuracy in predicting global corneal
metrics, particularly for customized CXL. The induced flattening effects
depend on the IOP, keratoconus-induced biomechanical weakening, and the
fluence delivered to the cone.",2025,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,10.1167/iovs.66.12.51,,WOS:001580449000005,include,include,"Abstract discusses customized corneal cross-linking effects on keratoconus, fitting the intent of the PICO criteria.","Abstract discusses customized corneal cross-linking effects on keratoconus, fitting the intent of the PICO criteria.",,1.0,0.0,patients with keratoconus receiving treatment,customized corneal cross-linking to assess its effects,standard corneal cross-linking for comparative analysis,measuring corneal flattening post-treatment,,patients with keratoconus,customized corneal cross-linking,standard corneal cross-linking,corneal flattening,,openai,gpt-4o-mini,yes
webofscience,Best Indicators for Detecting Keratoconus Progression in Children: A Report From the Shahroud Schoolchildren Eye Cohort Study,"Purpose: The purpose of this study was to investigate 3-year changes in
keratoconus (KC) indices to determine the indicators of KC progression
compared with age-related changes in children aged 6 to 12 years.
Methods: In this report of the Shahroud Schoolchildren Eye Cohort Study,
KC was diagnosed based on vision, refraction, tomography, and slitlamp
examination findings. KC progression was defined as changes in
refractive astigmatism or zonal maximum keratometry (Zonal Kmax-3 mm).
Then, 3-year changes (Delta) in vision, refraction, and tomographic
indices were compared between progressive KC and normal eyes. The best
set of increment parameters for distinguishing KC progression from
age-related changes were determined using the area under curve (AUC).
Results: Eighteen KC eyes and 10,422 normal eyes were analyzed. All KC
cases showed progression after 3 years. Delta indices were statistically
different between the 2 groups except corrected distance visual acuity,
anterior radius of curvature, irregularity index, and KC percentage
index. The best Delta indices, in descending order of AUC value, were
index of height decentration, Zonal Kmax-3 mm, refractive astigmatism,
single point Kmax, and index of vertical asymmetry (all AUC > 0.9),
followed by inferior-superior asymmetry, index of surface variance,
minimum corneal thickness, index of height asymmetry, KC index,
posterior radius of curvature, and Belin/Ambrosio total Deviation (AUC =
0.8-0.9). Conclusions: According to our findings, changes in index of
height decentration, Zonal Kmax-3 mm, refractive astigmatism, single
point Kmax, and index of vertical asymmetry are the best indices for
detecting KC progression in children younger than 12 years.",2022,CORNEA,10.1097/ICO.0000000000002896,,WOS:000764244300014,include,include,"Abstract investigates indicators of keratoconus progression in children, fitting the intent of the PICO criteria.","Abstract investigates indicators of keratoconus progression in children, fitting the intent of the PICO criteria.",,1.0,0.0,Children aged 6 to 12 years with keratoconus and normal eyes.,3-year changes in keratoconus indices to assess progression.,Comparison of progressive keratoconus eyes with normal eyes.,Identification of best indicators for detecting keratoconus progression.,,children aged 6 to 12 years; KC eyes; normal eyes,3-year changes in keratoconus indices,progressive KC vs normal eyes,indicators of KC progression; Delta indices,,openai,gpt-4o-mini,yes
webofscience,Corneal Fourier and Belin-Ambrósio Enhanced Ectasia Analysis in Healthy 4-Year-Old White Children,"Purpose:The aim of this study was to provide normative databases of
Fourier analysis (FA) and Belin-Ambrosio enhanced ectasia display (BAD)
in healthy White 4-year-old emmetropic children.Methods:FA parameters
analyzed were spherical component (SRmin), spherical eccentricity
(SEcc), maximal decentration (MD), regular astigmatism at the center
(Astigm. C) and periphery (Astigm. P), and irregularity (I). The
parameters obtained by BAD included summary indicator BAD D, anterior
corneal curvature (K1 and K2, D), maximal keratometry (Kmax, D), maximal
Ambrosio relational thinnest (ART max), and pachymetric and BAD
indices.Results:Eighty-nine eyes of eighty-nine 4-year-old children were
included. The mean values of FA parameters were the following: SRmin
7.77, SEcc 0.600, MD 0.160, Astigm. C 0.070, Astigm. P 0.050, and I
0.019. The mean K1 and K2 in our study group were 42.92 +/- 1.29 D and
43.75 +/- 1.41 D, with the mean BAD D value 0.42 +/- 0.67. The mean PPI
min 0.629 +/- 0.117, PPI max 1.059 +/- 0.155, PPI avg 0.847 +/- 0.103,
Kmax 44.10 +/- 1.39, and median of ART max 515.0 were recorded. No
statistically significant differences between male and female sex in any
of FA or BAD parameters were found.Conclusions:This is the first study
providing large normative data on FA and BAD in 4-year-old White
emmetropic children. We proposed a cutoff D value for early ectasia and
clinical keratoconus in 4-year-old children.",2024,CORNEA,10.1097/ICO.0000000000003236,,WOS:001124406000010,exclude,exclude,"Study focuses on normative data for corneal analysis in children, not fitting the PICO intent.","Study focuses on normative data for corneal analysis in children, not fitting the PICO intent.",,0.0,1.0,4-year-old White children,none specified,none specified,normative data on corneal parameters,"Study provides normative data, not intervention or outcome relevant to PICO.; Focus on healthy children, not a specific condition or treatment.",4-year-old White children,,,normative data on corneal parameters,,openai,gpt-4o-mini,yes
webofscience,Keratoconus disease classification with multimodel fusion and vision transformer: a pretrained model approach.,"OBJECTIVE: Our objective is to develop a novel keratoconus image
classification system that leverages multiple pretrained models and a
transformer architecture to achieve state-of-the-art performance in
detecting keratoconus.
METHODS AND ANALYSIS: Three pretrained models were used to extract
features from the input images. These models have been trained on large
datasets and have demonstrated strong performance in various computer
vision tasks.The extracted features from the three pretrained models
were fused using a feature fusion technique. This fusion aimed to
combine the strengths of each model and capture a more comprehensive
representation of the input images. The fused features were then used as
input to a vision transformer, a powerful architecture that has shown
excellent performance in image classification tasks. The vision
transformer learnt to classify the input images as either indicative of
keratoconus or not.The proposed method was applied to the Shahroud
Cohort Eye collection and keratoconus detection dataset. The performance
of the model was evaluated using standard evaluation metrics such as
accuracy, precision, recall and F1 score.
RESULTS: The research results demonstrated that the proposed model
achieved higher accuracy compared with using each model individually.
CONCLUSION: The findings of this study suggest that the proposed
approach can significantly improve the accuracy of image classification
models for keratoconus detection. This approach can serve as an
effective decision support system alongside physicians, aiding in the
diagnosis of keratoconus and potentially reducing the need for invasive
procedures such as corneal transplantation in severe cases.",2024,BMJ open ophthalmology,10.1136/bmjophth-2023-001589,,MEDLINE:38653536,include,include,"Abstract discusses a novel keratoconus image classification system, fitting the intent of the PICO criteria.","Abstract discusses a novel keratoconus image classification system, fitting the intent of the PICO criteria.",,1.0,0.0,Keratoconus patients are the focus of the study.,The study employs a multimodel fusion and vision transformer for image classification.,"No explicit comparison group is mentioned, but the method is compared to individual models.","The outcomes measured include accuracy, precision, recall, and F1 score.",,keratoconus patients,multimodel fusion; vision transformer,,accuracy; precision; recall; F1 score,,openai,gpt-4o-mini,yes
webofscience,Impact of Zernike-fit error on simulated high- and low-contrast acuity in keratoconus: implications for using Zernike-based corrections,"This study examines the extent to which a Zernike-based optical
correction can restore acuity in keratoconus as a function of disease
severity and contrast level. Increasingly complete Zernike corrections
in the presence of Zernike-fit error were simulated. Acuity for
keratoconic eyes with < 60 D maximum corneal power reached 20/13 with a
fifth-order Zernike correction under high-contrast conditions and
exhibited a loss of 0.1 logMAR (minimum angle of resolution) (from 20/32
to 20/40) for low-contrast conditions. Acuity for keratoconic eyes with
> 60 D maximum corneal power approached 20/13 with sixth-tenth-order
corrections under high-contrast conditions but did not return to similar
levels with a tenth-order correction for low-contrast conditions. The
results suggest that fit error affects visual performance for more
difficult tasks and that restoring high-contrast acuity (20/16 or
better) using a fifth-order Zernike correction is not limited by
Zernike-fit error for over 88% of keratoconus cases. (c) 2006 Optical
Society of America.",2006,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,10.1364/JOSAA.23.000769,,WOS:000236300900002,include,include,"Abstract discusses Zernike-based optical correction for keratoconus, fitting the intent of the PICO criteria.","Abstract discusses Zernike-based optical correction for keratoconus, fitting the intent of the PICO criteria.",,1.0,0.0,Keratoconus patients,Zernike-based optical correction,High-contrast vs low-contrast conditions,Restoration of visual acuity,,keratoconus,Zernike-based optical correction,high-contrast vs low-contrast conditions,visual acuity restoration,,openai,gpt-4o-mini,yes
