id,Study,Year,PDF link,PDF path,type,tp,fn,fp,tn,n_pos,n_neg,Unit,Modality,Reference standard,Region,Validation type,Design (prospective),Vendor involvement,Glaucoma target,Glaucoma superclass,Age (glaucoma),Prevalence,AI algorithm,Source sheet
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on REFUGE1 (all),107,13,139,941,120,1080,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on ODIR,245,46,915,4987,291,5902,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on GAMMA (all),46,4,3,47,50,50,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on RIM-ONE r3 (w/o suspects),35,4,10,75,39,85,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on RIM-ONE DL (all),157,15,27,286,172,313,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on PAPILA eye (susp referable),107,48,102,231,155,333,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on PAPILA eye (susp non-referable),68,19,79,322,87,401,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on ACRIMA,313,83,64,245,396,309,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
50,Li (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Li (2023).pdf,04_fulltext/pdfs/Li (2023).pdf,G-RISK on LAG,1460,251,462,2681,1711,3143,image,fundus,combined criteria,mixed,external,retrospective,no,mixed,mixed,n/r,n/r,ResNet-50 regression CNN (G-RISK),claude_pdf
51,Li (2025b),2025b,projects/glaucoma-dl-dta-nma/pdfs/Li (2025b).pdf,04_fulltext/pdfs/Li (2025b).pdf,CARE (Comprehensive AI Retinal Expert),271,25,152,5704,296,5856,image,fundus,expert ophthalmologist,Asia,external,retrospective,yes,screening,unspecified,n/r,0.0481,CNN (CARE system),claude_pdf
52,Liao (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Liao (2021).pdf,04_fulltext/pdfs/Liao (2021).pdf,"HDLS (validation dataset 1, internal)",2770,114,207,3210,2884,3417,image,fundus,expert ophthalmologist,Asia,external,retrospective,yes,referable,unspecified,51.9,0.424,Hierarchical deep learning system (Inception-v3 pre-diagnosis + U-Net segmentation + SVM/decision tree),claude_pdf
52,Liao (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Liao (2021).pdf,04_fulltext/pdfs/Liao (2021).pdf,"HDLS (validation dataset 2, external)",592,27,80,1265,619,1345,image,fundus,expert ophthalmologist,Asia,external,retrospective,yes,referable,unspecified,51.9,0.424,Hierarchical deep learning system (Inception-v3 pre-diagnosis + U-Net segmentation + SVM/decision tree),claude_pdf
53,Liu (2018),2018,projects/glaucoma-dl-dta-nma/pdfs/Liu (2018).pdf,04_fulltext/pdfs/Liu (2018).pdf,Inception-v3 deep learning system,1880,87,480,5553,1967,6033,image,fundus,expert ophthalmologist,Asia,internal,retrospective,yes,referable,unspecified,n/r,0.246,Inception-v3 CNN,claude_pdf
54,MacCormick (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/MacCormick (2019).pdf,04_fulltext/pdfs/MacCormick (2019).pdf,"Spatial probabilistic pCDR model (external validation, RIM-ONE)",35,4,22,63,39,85,image,fundus,expert ophthalmologist,mixed,external,cross-sectional,no,confirmed,unspecified,n/r,n/r,Hierarchical spatial probabilistic model on 24-direction cup/disc ratio profile with DenseNet-FCN segmentation,claude_pdf
55,Martins (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020).pdf,04_fulltext/pdfs/Martins (2020).pdf,MLP (cGAN + taxonomic diversity + CLAHE + masks),270,0,0,286,270,286,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,0.486,cGAN (Pix2pix/U-net+PatchGAN) segmentation + taxonomic diversity indexes + Multilayer Perceptron,claude_pdf
55,Martins (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020).pdf,04_fulltext/pdfs/Martins (2020).pdf,SMO (cGAN + taxonomic diversity + CLAHE + masks),270,0,0,286,270,286,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,0.486,cGAN (Pix2pix/U-net+PatchGAN) segmentation + taxonomic diversity indexes + Sequential Minimal Optimization (SVM),claude_pdf
55,Martins (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020).pdf,04_fulltext/pdfs/Martins (2020).pdf,Random Forest (cGAN + taxonomic diversity + CLAHE + masks),270,0,0,286,270,286,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,unspecified,n/r,0.486,cGAN (Pix2pix/U-net+PatchGAN) segmentation + taxonomic diversity indexes + Random Forest,claude_pdf
56,Martins (2020b),2020b,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020b).pdf,04_fulltext/pdfs/Martins (2020b).pdf,GFI-C (MobileNetV2),599,106,213,1564,705,1777,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.284,MobileNetV2,claude_pdf
56,Martins (2020b),2020b,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020b).pdf,04_fulltext/pdfs/Martins (2020b).pdf,GFI-C-VGG16,571,134,213,1564,705,1777,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.284,VGG16,claude_pdf
56,Martins (2020b),2020b,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020b).pdf,04_fulltext/pdfs/Martins (2020b).pdf,GFI-C-VGG19,585,120,195,1582,705,1777,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.284,VGG19,claude_pdf
56,Martins (2020b),2020b,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020b).pdf,04_fulltext/pdfs/Martins (2020b).pdf,GFI-C-InceptionV3,564,141,107,1670,705,1777,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.284,InceptionV3,claude_pdf
56,Martins (2020b),2020b,projects/glaucoma-dl-dta-nma/pdfs/Martins (2020b).pdf,04_fulltext/pdfs/Martins (2020b).pdf,GFI-C-ResNet50,585,120,178,1599,705,1777,image,fundus,expert ophthalmologist,Europe,internal,retrospective,no,confirmed,unspecified,n/r,0.284,ResNet50,claude_pdf
57,Masood (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Masood (2023).pdf,04_fulltext/pdfs/Masood (2023).pdf,DenseNet121 (internal validation),731,36,25,1030,767,1055,image,fundus,combined criteria,mixed,external,cross-sectional,no,confirmed,mixed,n/r,0.421,DenseNet121,claude_pdf
57,Masood (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Masood (2023).pdf,04_fulltext/pdfs/Masood (2023).pdf,DenseNet121 (external validation),130,22,18,145,152,163,image,fundus,combined criteria,mixed,external,cross-sectional,no,confirmed,mixed,n/r,0.421,DenseNet121,claude_pdf
57,Masood (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Masood (2023).pdf,04_fulltext/pdfs/Masood (2023).pdf,Glaucoma specialist,108,44,29,134,152,163,image,fundus,combined criteria,mixed,external,cross-sectional,no,confirmed,mixed,n/r,0.421,,claude_pdf
58,Medeiros (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Medeiros (2021).pdf,04_fulltext/pdfs/Medeiros (2021).pdf,ResNet50 DL algorithm,820,241,53,1004,1061,1057,image,fundus,structural+functional,North America,internal,retrospective,unclear,confirmed,unspecified,58.1,0.501,"ResNet50 (transfer learning, ImageNet pre-trained)",claude_pdf
59,Muhammad (2017),2017,projects/glaucoma-dl-dta-nma/pdfs/Muhammad (2017).pdf,04_fulltext/pdfs/Muhammad (2017).pdf,HDLM (RNFL probability map),54,3,4,41,57,45,eye,OCT,expert ophthalmologist,North America,internal,retrospective,yes,confirmed,POAG,n/r,0.559,AlexNet CNN feature extraction + Random Forest classifier,claude_pdf
60,Nakahara (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Nakahara (2022).pdf,04_fulltext/pdfs/Nakahara (2022).pdf,ResNet-34 (fundus camera),75,4,5,88,79,93,eye,fundus,expert ophthalmologist,Asia,external,retrospective,yes,confirmed,unspecified,66.2,0.459,ResNet-34,claude_pdf
60,Nakahara (2022),2022,projects/glaucoma-dl-dta-nma/pdfs/Nakahara (2022).pdf,04_fulltext/pdfs/Nakahara (2022).pdf,ResNet-34 (smartphone),29,50,5,88,79,93,eye,fundus,expert ophthalmologist,Asia,external,retrospective,yes,confirmed,unspecified,66.2,0.459,ResNet-34,claude_pdf
61,Nakahara (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Nakahara (2026).pdf,04_fulltext/pdfs/Nakahara (2026).pdf,ViT (vit-base-patch16-224-in21k),141,0,1,62,141,63,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,POAG,66.8,0.691,Vision Transformer (ViT-Base/16),claude_pdf
61,Nakahara (2026),2026,projects/glaucoma-dl-dta-nma/pdfs/Nakahara (2026).pdf,04_fulltext/pdfs/Nakahara (2026).pdf,EfficientNetV2B0 (CNN transfer learning),136,5,10,53,141,63,image,fundus,expert ophthalmologist,mixed,internal,retrospective,no,confirmed,POAG,66.8,0.691,EfficientNetV2B0,claude_pdf
62,Noury (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Noury (2024).pdf,04_fulltext/pdfs/Noury (2024).pdf,SVM Model A (entire image),470,40,50,395,510,445,image,fundus,structural+functional,Asia,internal,retrospective,no,screening,unspecified,54.4,0.534,ResNet-50 features + ARIA (Haralick/fractal) + SVM,claude_pdf
62,Noury (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Noury (2024).pdf,04_fulltext/pdfs/Noury (2024).pdf,SVM Model B (ROI optic nerve head),473,37,59,386,510,445,image,fundus,structural+functional,Asia,internal,retrospective,no,screening,unspecified,54.4,0.534,ResNet-50 features + ARIA (Haralick/fractal) + SVM,claude_pdf
62,Noury (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Noury (2024).pdf,04_fulltext/pdfs/Noury (2024).pdf,SVM Model C (ROI macula),437,73,88,357,510,445,image,fundus,structural+functional,Asia,internal,retrospective,no,screening,unspecified,54.4,0.534,ResNet-50 features + ARIA (Haralick/fractal) + SVM,claude_pdf
62,Noury (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Noury (2024).pdf,04_fulltext/pdfs/Noury (2024).pdf,SVM Model D (combined entire+ONH+macula),472,38,35,410,510,445,image,fundus,structural+functional,Asia,internal,retrospective,no,screening,unspecified,54.4,0.534,ResNet-50 features + ARIA (Haralick/fractal) + SVM (combined features),claude_pdf
63,Oh (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Oh (2021).pdf,04_fulltext/pdfs/Oh (2021).pdf,XGBoost,916,59,28,621,975,649,eye,combined,structural+functional,Asia,internal,retrospective,no,confirmed,mixed,56.9,0.600,XGBoost (gbtree),claude_pdf
63,Oh (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Oh (2021).pdf,04_fulltext/pdfs/Oh (2021).pdf,Random Forest,176,15,7,120,191,127,eye,combined,structural+functional,Asia,internal,retrospective,no,confirmed,mixed,56.9,0.600,Random Forest,claude_pdf
63,Oh (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Oh (2021).pdf,04_fulltext/pdfs/Oh (2021).pdf,SVM,178,13,10,117,191,127,eye,combined,structural+functional,Asia,internal,retrospective,no,confirmed,mixed,56.9,0.600,Support Vector Machine,claude_pdf
63,Oh (2021),2021,projects/glaucoma-dl-dta-nma/pdfs/Oh (2021).pdf,04_fulltext/pdfs/Oh (2021).pdf,C5.0,167,24,10,117,191,127,eye,combined,structural+functional,Asia,internal,retrospective,no,confirmed,mixed,56.9,0.600,C5.0 decision tree,claude_pdf
64,Ong (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Ong (2023).pdf,04_fulltext/pdfs/Ong (2023).pdf,Deep Learning System (Inception-v3),45,1,2,252,46,254,image,fundus,expert ophthalmologist,Asia,external,prospective,no,referable,unspecified,n/r,0.153,Inception-v3 CNN,claude_pdf
64,Ong (2023),2023,projects/glaucoma-dl-dta-nma/pdfs/Ong (2023).pdf,04_fulltext/pdfs/Ong (2023).pdf,"General ophthalmologists (overall, representative grading)",42,4,5,249,46,254,image,fundus,expert ophthalmologist,Asia,external,prospective,no,referable,unspecified,n/r,0.153,,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,VRT,39,1,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,"Attention-guided custom CNN (Son et al., 2018)",claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,SDSAIRC,39,1,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,ResNet-50 + vCDR logistic regression,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,CUHKMED,38,2,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,vCDR from OD/OC segmentation,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,NKSG,36,4,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,SENet,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Mammoth,36,4,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,ResNet-18 + CatGAN ensemble,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Masker,34,6,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,ResNet + vCDR linear combination,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,SMILEDeepDR,35,5,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,DeepLabv3+ adapted for classification,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,BUCT,34,6,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,Xception (grayscale),claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,WinterFell,37,3,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,ResNet-101/152 + DenseNet-169/201 ensemble,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,NightOwl,36,4,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,Custom CNN ensemble from segmentation encoder,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Cvblab,29,11,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,VGG19/InceptionV3/ResNet-50/Xception ensemble,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,AIML,29,11,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,ResNet-50/101/152/38 ensemble,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Ground truth vCDR,35,5,54,306,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,vCDR from expert segmentation (reference),claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Glaucoma expert 1,34,6,32,328,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,,claude_pdf
65,Orlando (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Orlando (2020).pdf,04_fulltext/pdfs/Orlando (2020).pdf,Glaucoma expert 2,34,6,31,329,40,360,image,fundus,structural+functional,Asia,external,retrospective,yes,confirmed,mixed,n/r,0.1,,claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,GC-NET (proposed),143,2,5,117,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,GC-NET (76-layer CNN with separable convolutions),claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,Xception,133,12,11,111,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,Xception,claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,InceptionV3,137,8,15,107,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,InceptionV3,claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,ResNet50,123,22,22,100,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,ResNet50,claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,DenseNet121,136,9,11,111,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,DenseNet121,claude_pdf
66,Panda (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Panda (2020).pdf,04_fulltext/pdfs/Panda (2020).pdf,VGG16,127,18,24,98,145,122,image,fundus,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.543,VGG16,claude_pdf
67,Pandey (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Pandey (2024).pdf,04_fulltext/pdfs/Pandey (2024).pdf,Deep Convolutional Ensemble (DCE),18,7,0,75,25,75,image,fundus,other,North America,internal,retrospective,no,confirmed,unspecified,n/r,0.25,Ensemble of 5 InceptionV3 CNNs,claude_pdf
67,Pandey (2024),2024,projects/glaucoma-dl-dta-nma/pdfs/Pandey (2024).pdf,04_fulltext/pdfs/Pandey (2024).pdf,Board-certified ophthalmologists (n=7),17,8,3,72,25,75,image,fundus,other,North America,internal,retrospective,no,confirmed,unspecified,n/r,0.25,,claude_pdf
68,Park (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Park (2025).pdf,04_fulltext/pdfs/Park (2025).pdf,Fundus-only (ResNet-18),42,8,6,44,50,50,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.481,ResNet-18 CNN,claude_pdf
68,Park (2025),2025,projects/glaucoma-dl-dta-nma/pdfs/Park (2025).pdf,04_fulltext/pdfs/Park (2025).pdf,OCT-only (Custom CNN),41,9,7,43,50,50,eye,combined,expert ophthalmologist,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.481,Custom 4-layer CNN,claude_pdf
69,Pham (2020),2020,projects/glaucoma-dl-dta-nma/pdfs/Pham (2020).pdf,04_fulltext/pdfs/Pham (2020).pdf,ResNet-50,99,7,12,54,106,66,image,fundus,structural+functional,Asia,internal,retrospective,no,confirmed,unspecified,n/r,0.616,ResNet-50,claude_pdf
70,Phene (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Phene (2019).pdf,04_fulltext/pdfs/Phene (2019).pdf,DL algorithm (Inception-v3 ensemble) - Validation A,174,44,97,890,218,987,image,fundus,combined criteria,mixed,external,retrospective,yes,referable,unspecified,57,0.181,Inception-v3 ensemble (10 networks),claude_pdf
70,Phene (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Phene (2019).pdf,04_fulltext/pdfs/Phene (2019).pdf,DL algorithm - 411 subset (head-to-head),56,18,26,311,74,337,image,fundus,combined criteria,mixed,external,retrospective,yes,referable,unspecified,57,0.181,Inception-v3 ensemble (10 networks),claude_pdf
71,Ramzan (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ramzan (2019).pdf,04_fulltext/pdfs/Ramzan (2019).pdf,CDR-based automated OCT classifier (vs Ophthalmologist 4),25,2,4,19,27,23,image,OCT,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Image processing + CDR threshold classifier (ILM/RPE segmentation),claude_pdf
71,Ramzan (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ramzan (2019).pdf,04_fulltext/pdfs/Ramzan (2019).pdf,CDR-based automated OCT classifier (vs Ophthalmologist 1),20,4,9,17,24,26,image,OCT,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Image processing + CDR threshold classifier (ILM/RPE segmentation),claude_pdf
71,Ramzan (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ramzan (2019).pdf,04_fulltext/pdfs/Ramzan (2019).pdf,CDR-based automated OCT classifier (vs Ophthalmologist 2),19,0,10,21,19,31,image,OCT,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Image processing + CDR threshold classifier (ILM/RPE segmentation),claude_pdf
71,Ramzan (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ramzan (2019).pdf,04_fulltext/pdfs/Ramzan (2019).pdf,CDR-based automated OCT classifier (vs Ophthalmologist 3),25,5,4,16,30,20,image,OCT,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Image processing + CDR threshold classifier (ILM/RPE segmentation),claude_pdf
71,Ramzan (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ramzan (2019).pdf,04_fulltext/pdfs/Ramzan (2019).pdf,CDR-based automated OCT classifier (vs CGV CDR),22,6,7,15,28,22,image,OCT,expert ophthalmologist,Asia,internal,cross-sectional,no,confirmed,unspecified,n/r,0.56,Image processing + CDR threshold classifier (ILM/RPE segmentation),claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,DL transfer model (pretrained + trained),94,20,5,77,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,Convolutional neural network (6 conv + 3 max-pool + 3 FC layers) with transfer learning,claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,"DL (both training datasets, no transfer)",81,33,17,65,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,Convolutional neural network trained on combined pretraining+training data,claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,"DL (training dataset only, no pretraining)",87,27,24,58,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,Convolutional neural network without pretraining,claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,"DL (pretraining dataset only, no further training)",97,17,25,57,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,Convolutional neural network pretrained only,claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Random forest (both training datasets),73,41,9,73,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,"Random forests (10,000 decision trees)",claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Random forest (training dataset only),76,38,2,80,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,"Random forests (10,000 decision trees)",claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Random forest (pretraining dataset only),73,41,6,76,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,"Random forests (10,000 decision trees)",claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Support vector machine (both training datasets),70,44,28,54,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,SVM with radial basis function,claude_pdf
72,Ran (2019),2019,projects/glaucoma-dl-dta-nma/pdfs/Ran (2019).pdf,04_fulltext/pdfs/Ran (2019).pdf,Support vector machine (training dataset only),57,57,3,79,114,82,eye,OCT,structural+functional,Asia,internal,mixed,no,confirmed,POAG,58.0,0.582,SVM with radial basis function,claude_pdf
