record_id,study_id,year,arm_id,analysis_node,analysis_node_label,outcome_family,quantitative_outcome_slot,analysis_measure,reported_pct,analysis_pct,events_reported,events_analysis,total,timepoint_years,timepoint_type,direction,derivation_note,source_page_or_table,source_evidence
SCR02685,Sia 2000,2000,arm_i125,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,80.0,80.0,,39,49,5.0,kaplan_meier,higher_better,reported_local_control,Page 3 Figure 1,Kaplan-Meier estimate of local control with EPT at 5 years is 80%
SCR02685,Sia 2000,2000,arm_i125,I125_plaque,I-125 plaque,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,92.0,92.0,,45,49,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Figure 2,Estimated 5-year disease-specific survival was 92%
SCR02685,Sia 2000,2000,arm_i125,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,85.0,85.0,,42,49,5.0,kaplan_meier,higher_better,reported_survival,Page 3 Figure 3,Estimated 5-year disease-specific survival was 92% and overall survival 85%
SCR02737,Lommatzsch 2000,2000,arm_ru106,Ru106_plaque,Ru-106 plaque,melanoma_specific_survival,secondary_5y_melanoma_specific_survival,5y_melanoma_specific_survival,89.6,89.6,,125,140,5.0,kaplan_meier,higher_better,reported_survival,Page 3 and Page 8,"5-, 10-, 15-, and 20-year survival rates considering confirmed and suspected tumor-related deaths were 89.6%, 81.0%, 66.7%, and 61.3%"
SCR04951,Straatsma 2003,2003,arm_i125_coms,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,82.0,82.0,,539,657,5.0,kaplan_meier,higher_better,reported_survival,Page 3,Unadjusted estimated 5-year mortality rates were 19% for enucleation and 18% for brachytherapy
SCR06272,Naumenko 2021,2021,arm_bt,Ru106_plaque,Ru-106 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,100.0,100.0,,58,58,5.0,kaplan_meier,higher_better,reported_survival,Page 4 Table 2,BT 5-years 100%
SCR06443,Shah 2025,2025,overall,mixed,Mixed/unclear,metastasis,secondary_5y_metastasis,5y_metastasis,16.0,16.0,24.0,24,150,5.0,kaplan_meier,higher_worse,reported_event_rate,Pages 1 and 5,The five-year metastasis rate was 16%; 24 of 29 patients (83%) developed metastasis within the first five years.
SCR06443,Shah 2025,2025,overall,mixed,Mixed/unclear,disease_specific_survival,secondary_5y_disease_specific_survival,5y_disease_specific_survival,84.0,84.0,,126,150,5.0,kaplan_meier,higher_better,reported_survival,Pages 1 and 6,The five-year disease-specific survival (DSS) was 84% (95% CI: 77%-90%).
SCR06443,Shah 2025,2025,overall,mixed,Mixed/unclear,overall_survival,secondary_5y_overall_survival,5y_overall_survival,75.0,75.0,,112,150,5.0,kaplan_meier,higher_better,reported_survival,Page 6,The 5-year all-cause survival was 75% (95% CI: 65%-87%).
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,33.3,66.7,39.0,78,117,5.0,crude_at_followup,higher_worse,converted_from_local_recurrence,Page 14,"Brachytherapy failure in 39 eyes (33.3%) within five years, with a mean time to failure of 1.06 +/- 1.49 years."
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,metastasis,secondary_5y_metastasis,5y_metastasis,17.1,17.1,25.0,20,117,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 15,Tumor metastasis was detected in 25 patients (21.4%); the 5-year and 10-year metastasis rates were 17.1% and 28.3%.
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,89.7,89.7,,105,117,5.0,kaplan_meier,higher_better,reported_survival,Page 16,"Among all 117 patients, the 5- and 10-year survival rates were 89.7% and 81.1%."
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,13.7,13.7,16.0,16,117,,crude_at_followup,higher_worse,reported_event_rate,Page 13,Radiation-induced eye diseases after 3.3 +/- 1.2 years included ... neovascular glaucoma (16 patients).
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,7.7,7.7,9.0,9,117,,crude_at_followup,higher_worse,reported_event_rate,Page 13,"Radiation-induced eye diseases ... included radiation-induced cataracts (16 patients), maculopathy (9 patients), radiation optic neuropathy (7 patients), radiation retinopathy (4 patients), and neovascular glaucoma (16 patients)."
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,6.0,6.0,7.0,7,117,,crude_at_followup,higher_worse,reported_event_rate,Page 13,Radiation-induced eye diseases ... included ... radiation optic neuropathy (7 patients).
SCR07650,Wang 2025,2025,arm_ru106,Ru106_plaque,Ru-106 plaque,other,secondary_complications,complication_other,3.4,3.4,4.0,4,117,,crude_at_followup,higher_worse,reported_event_rate,Page 13,Radiation-induced eye diseases ... included ... radiation retinopathy (4 patients).
SCR08321,Dieckmann 2012,2012,arm_photon_srt,Photon_SRS_FSRT,Photon SRS/FSRT,other,secondary_complications,complication_other,66.4,66.4,114.0,141,212,5.0,actuarial,higher_worse,reported_event_rate,PDF page 81 / printed page 83 abstract P7-2,The five most common side effects were retinopathy ... 114 cases; patients were free of any radiation retinopathy (33.6%) 5 years after RT.
SCR08321,Dieckmann 2012,2012,arm_photon_srt,Photon_SRS_FSRT,Photon SRS/FSRT,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,61.5,61.5,107.0,130,212,5.0,actuarial,higher_worse,reported_event_rate,PDF page 81 / printed page 83 abstract P7-2,The five most common side effects were ... optic neuropathy (107 cases); patients were free of optic neuropathy (38.5%) 5 years after RT.
SCR08321,Dieckmann 2012,2012,arm_photon_srt,Photon_SRS_FSRT,Photon SRS/FSRT,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,24.5,24.5,46.0,52,212,5.0,actuarial,higher_worse,reported_event_rate,PDF page 81 / printed page 83 abstract P7-2,The five most common side effects included neovascular glaucoma (46 cases); patients were free of neovascular glaucoma (75.5%) 5 years after RT.
SCR00797,Jampol 2020,2020,arm_i125,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,89.7,89.7,57.0,583,650,5.0,kaplan_meier,higher_better,reported_local_control,Page 1 abstract and Table 4,"Risk of treatment failure was 10.3% (95% CI, 8.0%-13.2%); treatment failure was reported for 57 eyes."
SCR00797,Jampol 2020,2020,arm_i125,I125_plaque,I-125 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,87.5,87.5,69.0,569,650,5.0,kaplan_meier,higher_better,reported_eye_retention,Page 1 abstract and Table 4,"Kaplan-Meier estimate of enucleation by 5 years was 12.5% (95% CI, 10.0%-15.6%); 69 eyes were enucleated."
SCR01706,Perri 2012,2012,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,primary_5y_local_control,5y_local_control_success,85.0,85.0,,113,133,5.0,kaplan_meier,higher_better,reported_local_control,Page 2 results and Figure 3,"Local recurrence free survival at 5, 10 and 15 years was 85%, 79%, 76%."
SCR01706,Perri 2012,2012,arm_ru106,Ru106_plaque,Ru-106 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,92.0,92.0,,122,133,5.0,kaplan_meier,higher_better,reported_survival,Page 2 results and Figure 1,"The actuarial overall survival rates at 5, 10 and 15 years were 92%, 85%, and 78%."
SCR01706,Perri 2012,2012,arm_ru106,Ru106_plaque,Ru-106 plaque,visual_acuity,secondary_5y_visual_acuity_20_200,5y_visual_acuity_20_200,12.08,12.08,11.0,11,91,5.0,crude_at_followup,higher_worse,reported_event_rate,Table II,"At 5 years, BCVA < 1/10 was reported in 11 of 91 patients (12.08%)."
SCR01706,Perri 2012,2012,arm_ru106,Ru106_plaque,Ru-106 plaque,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,0.0,0.0,0.0,0,133,,last_followup,higher_worse,reported_event_rate,Page 3 treatment safety,No case of neovascular glaucoma was recorded.
SCR01706,Perri 2012,2012,arm_ru106,Ru106_plaque,Ru-106 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,2.2,2.2,3.0,3,133,,last_followup,higher_worse,reported_event_rate,Table III,Maculopathy 3 (2.2%).
SCR02321,COMS 2005,2005,overall,mixed,Mixed/unclear,metastasis,secondary_5y_metastasis,5y_metastasis,25.0,25.0,,580,2320,5.0,kaplan_meier,higher_worse,reported_event_rate,Page 1 abstract and Page 2 results,"Overall Kaplan-Meier estimates of 5-year metastasis rates were 25% (95% CI, 23%-27%)."
SCR02479,Kivela 2003,2003,arm_i125,I125_plaque,I-125 plaque,neovascular_glaucoma,secondary_complications,complication_neovascular_glaucoma,32.65,32.65,16.0,16,49,,last_followup,higher_worse,reported_event_rate,Page 7 results,"Of 22 patients with treatment-related glaucoma, 16 developed neovascular glaucoma."
SCR02479,Kivela 2003,2003,arm_i125,I125_plaque,I-125 plaque,radiation_maculopathy,secondary_complications,complication_radiation_maculopathy,51.02,51.02,25.0,25,49,,last_followup,higher_worse,reported_event_rate,Page 7 results,"Maculopathy developed in 25 patients after IBT, including 17 with radiation retinopathy."
SCR02479,Kivela 2003,2003,arm_i125,I125_plaque,I-125 plaque,radiation_optic_neuropathy,secondary_complications,complication_radiation_optic_neuropathy,32.65,32.65,16.0,16,49,,last_followup,higher_worse,reported_event_rate,Page 7 results,"Of 25 patients with optic neuropathy after IBT, 16 showed active radiation optic neuropathy."
SCR09002,Papageorgiou 2011,2011,arm_ru106,Ru106_plaque,Ru-106 plaque,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,14.0,86.0,26.0,163,189,5.0,kaplan_meier_5y,higher_worse,converted_from_local_recurrence,Discussion / Kaplan-Meier curve,The study reports a 5-year melanoma recurrence rate of 14% for 106Ru plaque brachytherapy.
SCR09003,Rahmi 2014,2014,arm_pbt,PBT,Proton beam,local_control,crude_local_control,crude_local_control,100.0,100.0,36.0,36,36,,crude_at_followup,higher_better,reported,Abstract,"None of the patients showed tumor progression, local recurrence, or metastasis."
SCR09004,Marinkovic 2016,2016,arm_ru106_ttt,Ru106_plus_TTT,Ru-106 plaque + TTT,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,11.2,88.8,22.0,174,196,5.0,competing_risk_5y,higher_worse,converted_from_local_recurrence,Abstract,Five-year cumulative incidence of local failure was 11.2% for Ru106/TTT.
SCR09004,Marinkovic 2016,2016,arm_ru106,Ru106_plaque,Ru-106 plaque,local_recurrence,primary_5y_local_recurrence,5y_local_control_success,5.2,94.8,13.0,240,253,5.0,competing_risk_5y,higher_worse,converted_from_local_recurrence,Abstract,Five-year cumulative incidence of local failure was 5.2% for Ru106.
SCR09005,AlMahmoud 2018,2018,arm_ru106,Ru106_plaque,Ru-106 plaque,local_control,crude_local_control,crude_local_control,100.0,100.0,28.0,28,28,,crude_at_followup,higher_better,reported,Results,"None of the patients had local recurrence of tumor, and there were no enucleations reported at the last follow-up visit."
SCR09006,Jung 2020,2020,arm_pbt,PBT,Proton beam,visual_acuity,visual_acuity_final_20_40,visual_acuity_final_20_40,22.5,22.5,9.0,9,40,,last_followup,higher_better,reported,Abstract,The final BCVA of nine patients was > 20/40.
SCR09008,Meidenbauer 2021,2021,arm_i125,I125_plaque,I-125 plaque,local_control,primary_5y_local_control,5y_local_control_success,98.0,98.0,332.0,332,339,5.0,kaplan_meier_5y,higher_better,reported_local_control,Abstract and Results,"Only 3 events of local recurrence were observed, yielding 5-year local control and ocular survival rate of 98%."
SCR09008,Meidenbauer 2021,2021,arm_i125,I125_plaque,I-125 plaque,eye_retention,secondary_5y_eye_retention,5y_eye_retention_success,98.0,98.0,332.0,332,339,5.0,kaplan_meier_5y,higher_better,reported_eye_retention,Abstract,"Only 3 events of local recurrence were observed, yielding 5-year local control and ocular survival rate of 98%."
SCR09008,Meidenbauer 2021,2021,arm_i125,I125_plaque,I-125 plaque,overall_survival,secondary_5y_overall_survival,5y_overall_survival,95.0,95.0,322.0,322,339,5.0,kaplan_meier_5y,higher_better,reported_survival,Abstract,Overall survival was 95% at 5 years.
SCR09008,Meidenbauer 2021,2021,arm_i125,I125_plaque,I-125 plaque,metastasis_free_survival,secondary_5y_metastasis_free_survival,5y_metastasis_free_survival,87.5,87.5,297.0,297,339,5.0,kaplan_meier_5y,higher_better,reported_survival,Abstract,Metastasis-free survival was 87.5% at 5 years.
SCR09009,Yupari 2021,2021,arm_i125,I125_plaque,I-125 plaque,local_control,secondary_3y_local_control,secondary_3y_local_control,99.3,99.3,160.0,160,161,3.0,kaplan_meier_3y,higher_better,reported,Abstract and Results,"Only one local recurrence event was observed, with very high local control and ocular survival rate (99.3%) at 3 years."
